Date,Mileage,"Fill (1-yes,0-no,-1-purchase)","Octane(1-reg,2-+,3-prem)",Gallons,Dollars,Driver,"Snow Tires (0-no,1-yes)","Ethanol (0-no,1-yes)",Car Make,Car Model,Car Year,Engine Size (L),Engine Cyl,"Engine Config (1-I, 2-V)",Hybrid
4/16/02,67080,1,1,14.3,20,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
4/27/02,67334,0,1,6.9,10,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
5/3/02,67474,1,1,12.1,17,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
5/15/02,67728,1,1,12,16.85,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
5/23/02,67996,1,1,12.4,16.7,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
6/3/02,68251,1,1,11.9,15.5,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
6/14/02,68524,1,1,13.3,18,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
6/25/02,68811,1,1,13.6,17.75,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
7/8/02,69092,1,1,13.8,17.75,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
7/12/02,69205,0,1,64.5,90,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
8/5/02,70685,1,1,14.4,19.45,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
8/13/02,70978,1,1,12.6,16.4,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
8/28/02,71223,1,1,12.1,15.85,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
9/10/02,71508,1,1,14.3,19.2,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
9/20/02,71779,1,1,13.5,18.25,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
10/1/02,72055,1,1,14.1,19.05,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
10/10/02,72289,1,1,12.1,16.15,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
10/24/02,72564,0,1,7.3,10,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
10/24/02,72589,1,1,8.4,11.5,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
11/4/02,72832,1,1,12.7,17.25,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
11/12/02,73037,1,1,10.6,14.85,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
11/18/02,73298,1,1,12.6,16.48,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
11/26/02,73575,1,1,14.1,19.05,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
12/10/02,73848,0,1,11.3,15,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
12/19/02,74033,0,1,7.3,10,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
12/20/02,74054,1,1,5.9,8,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
1/11/03,75444,0,1,57.18,83.5,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
1/17/03,75626,1,1,12,17.5,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
1/25/03,75853,0,1,9.4,13,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
2/2/03,76029,0,1,9,13,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
2/8/03,76204,0,1,9.7,15,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
2/19/03,76401,0,1,10,16,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
2/26/03,76558,0,1,10.1,16,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
3/6/03,76749,0,1,9.4,15.05,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
3/17/03,76986,0,1,12.5,20,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
3/22/03,77200,0,1,8.3,13.25,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
3/29/03,77415,0,1,7.5,12,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
4/2/03,77499,0,1,7.8,12,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
4/9/03,77699,0,1,10,15,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
4/24/03,77896,0,1,11.8,17,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
5/5/03,78190,1,1,13.8,19,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
5/14/03,78457,1,1,13,17.85,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
5/21/03,78666,1,1,9.2,12.6,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
5/28/03,78901,1,1,10.8,14.65,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
6/9/03,79152,1,1,12.2,16.65,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
6/17/03,79370,1,1,10.8,15.05,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
6/30/03,79634,1,1,12.9,17.35,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
7/10/03,79864,1,1,11.2,15.55,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
7/18/03,80074,1,1,9.7,14,Mary,0,0,Plymouth,Voyager,1996,3,6,2,0
8/9/03,16256,-1,0,0,0,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
8/19/03,16518,1,1,16.4,24.2,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
9/2/03,16802,1,1,14.6,23,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
9/15/03,17105,1,1,15.5,23.6,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
9/29/03,17470,1,1,18.7,29,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
10/13/03,17802,1,1,17.3,25,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
10/28/03,18095,1,1,15.9,22.35,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
11/13/03,18387,1,1,15.6,21.95,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
11/27/03,18707,1,1,16.9,23.65,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
12/15/03,19011,1,1,17.1,23,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
1/5/04,19309,1,1,16.2,22.25,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
1/16/04,19597,1,1,16.7,25.95,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
1/30/04,19919,1,1,18.6,28.8,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
2/12/04,20207,1,1,16,24.95,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
2/24/04,20502,1,1,15.9,25,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
3/3/04,20657,1,1,8.1,13.1,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
3/16/04,20953,1,1,15.7,25.65,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
3/29/04,21285,1,1,16.8,27.95,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
4/19/04,21599,1,1,16.3,27.35,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
5/5/04,21899,1,1,15.9,28.25,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
5/18/04,22179,1,1,13.8,27.2,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
6/1/04,22466,1,1,14.5,29,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
6/17/04,22782,1,1,16,30.4,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
6/28/04,23086,1,1,14.9,27.3,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
7/12/04,23401,1,1,15.7,28.9,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
7/20/04,23764,1,1,16.9,30.9,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
7/25/04,23874,1,1,5.1,9.15,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
8/4/04,24161,1,1,14.3,25.9,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
8/25/04,24473,1,1,15.3,27.65,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
9/8/04,24769,1,1,14.7,26,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
9/28/04,25055,1,1,14.6,27.25,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
10/11/04,25353,1,1,16.3,31,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
10/27/04,25662,1,1,16.2,31.5,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
11/8/04,25975,1,1,16.3,31.05,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
11/19/04,26226,1,1,11.2,20.01,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
12/6/04,26513,1,1,17.4,30.3,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
12/21/04,26828,1,1,17.6,29.95,Mary,0,0,Toyota,Highlander,2003,3,6,2,0
1/10/05,27128,1,1,16.2,27.25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/21/05,27392,0,1,11.28,20,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/1/05,27616,1,1,15.9,29.7,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/9/05,27860,1,1,15.9,29.7,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/28/05,28136,1,1,15.6,28.05,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
3/14/05,28425,1,1,16.3,32.65,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
3/24/05,28712,1,1,15.1,31.95,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/10/05,28964,0,1,11.6,25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/10/05,28979,1,1,2.6,5.85,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/21/05,29247,0,1,4.6,10,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/27/05,29387,1,1,16.1,33.95,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/12/05,29678,1,1,15.3,31.05,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/20/05,29845,1,1,8.5,16.9,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/24/05,30177,1,1,15.4,30.4,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/8/05,30469,1,1,15.4,30.85,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/20/05,30810,0,1,4.7,10,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/21/05,30884,0,1,15.1,31.75,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/5/05,31126,1,1,12.2,26.25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/19/05,31421,1,1,14.5,33.25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
8/3/05,31700,1,1,14.5,32.35,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
8/18/05,31897,1,1,9.5,24.7,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
8/30/05,32193,1,1,14.6,38,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
9/14/05,32459,1,1,13.4,39.15,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
9/22/05,32644,1,1,9,24.4,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
10/3/05,32897,1,1,13.1,39.4,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
10/17/05,33190,1,1,15.4,40.2,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
11/1/05,33455,1,1,14.2,32.2,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
11/8/05,33573,1,1,6.1,14.3,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
11/9/05,33866,1,1,13,25.05,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
11/13/05,34054,0,1,7.1,15,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
11/13/05,34162,1,1,5.6,12.75,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
11/21/05,34315,1,1,8.5,17.3,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/7/05,34589,1,1,15.9,32.6,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/12/05,34689,1,1,6,13.22,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/14/05,35012,1,1,15.8,33.2,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/16/05,35206,1,1,8.87,19.15,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/16/05,35313,1,1,4.4,9.75,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/4/06,35566,1,1,14.1,31.7,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/18/06,35831,1,1,14.5,33.65,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/28/06,36030,1,1,11.1,25.3,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/11/06,36331,1,1,16.7,36.85,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/24/06,36658,1,1,18.1,38.35,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
3/9/06,36948,1,1,16.1,36.5,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
3/25/06,37283,1,1,18,44.5,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/7/06,37569,1,1,13.5,35.02,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/20/06,37781,1,1,12.6,35.5,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/3/06,38053,1,1,14.2,41.35,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/18/06,38351,1,1,14.9,43.4,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/2/06,38598,0,1,10.5,30,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/2/06,38619,1,1,2.7,7.95,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/14/06,38888,1,1,13.8,40.75,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/4/06,39132,1,1,9.99,29,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/5/06,39437,0,1,12.5,33.05,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/6/06,39459,1,1,5.7,15.85,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/6/06,39625,1,1,7.4,20.9,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/6/06,39729,1,1,4.5,14.1,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/17/06,39949,0,1,9.3,28,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/17/06,39973,1,1,2.8,8.6,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
8/2/06,40225,1,1,12.7,38.3,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
8/10/06,40420,1,1,9.8,29.05,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
9/12/06,40918,1,1,17.4,43.65,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
9/18/06,41134,0,1,4.3,10,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
9/19/06,41333,0,1,9.3,20,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
9/21/06,41370,1,1,8.4,17.8,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
9/21/06,41552,1,1,7.6,17.5,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
9/21/06,41642,1,1,4.1,10.05,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
10/1/06,41750,1,1,5.3,11.6,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
10/4/06,42072,1,1,14.5,30.45,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
10/12/06,42396,1,1,16,33.75,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
10/26/06,42660,1,1,14,29.4,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
11/8/06,42906,1,1,13.2,27.45,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
11/22/06,43207,0,1,15.1,32,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/3/06,43388,0,1,10,22,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/5/06,43711,0,1,11.7,25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/7/06,43758,0,1,8.5,18.25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/7/06,44027,1,1,12.3,27.7,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/21/06,44336,1,1,16.6,37.3,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/6/07,44522,1,1,10.2,22.85,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/9/07,44843,0,1,12.4,25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/11/07,44890,1,1,6.5,13,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/11/07,45062,1,1,7.4,16.25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/11/07,45168,1,1,4.9,11.15,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/20/07,45355,1,1,10.2,20.75,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/1/07,45590,1,1,13.4,28.05,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/16/07,45884,1,1,17.3,34.85,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/19/07,45995,1,1,5.9,12.7,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/22/07,46315,1,1,16.1,33.65,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/24/07,46601,0,1,10.7,26.35,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/24/07,46787,0,1,4.2,10,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/24/07,46935,1,1,16,35.1,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
3/8/07,47126,1,1,10.8,26.3,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
3/16/07,47271,1,1,7.4,18.15,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
3/28/07,47556,0,1,15,38.9,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/6/07,47764,0,1,9.2,24,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/21/07,47953,0,1,10.9,30,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/6/07,48265,0,1,7,20,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/6/07,48299,1,1,10.4,29.75,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/11/07,48518,1,1,10,28,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/16/07,48866,1,1,16.7,46.9,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/20/07,49494,0,1,15.7,47.5,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/26/07,49702,1,1,24.5,73.45,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/8/07,49940,1,1,11.7,34.35,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/16/07,50167,0,1,11.4,32.25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/2/07,50537,1,1,18.5,50.3,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/18/07,50739,1,1,9.4,26.75,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
7/28/07,51087,1,1,15.9,42.85,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
8/19/07,51362,1,1,14.2,36.2,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
8/20/07,51661,1,1,14.8,35.15,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
8/21/07,51857,0,1,7.7,20,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
8/22/07,51976,1,1,6.8,17.2,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
9/6/07,52268,1,1,14.1,36.7,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
9/18/07,52511,1,1,12.6,32.5,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
10/2/07,52785,1,1,13.8,35.3,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
10/15/07,53075,1,1,14.1,35.85,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
10/29/07,53338,0,1,12.1,32,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
10/29/07,53361,1,1,3.4,9.3,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
11/8/07,53557,1,1,10.7,30.55,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
11/20/07,53784,1,1,12.12,34.8,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/4/07,54028,1,1,13,37.8,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/10/07,54117,1,1,5,15,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/11/07,54410,0,1,5.5,15,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/14/07,54487,1,1,12.4,33.9,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/14/07,54764,1,1,12.2,35.1,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
12/31/07,54968,0,1,10,30,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/1/08,55257,0,1,4,13,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/2/08,55361,1,1,17,49.45,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
1/23/08,55605,1,1,13.4,39.1,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/4/08,55823,1,1,12,34.65,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/13/08,56140,1,1,17.3,48.65,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
2/27/08,56369,1,1,12.7,38.25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
3/6/08,56584,1,1,11.7,36.2,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
3/19/08,56807,1,1,11.7,37,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/2/08,57048,1,1,12.9,40.35,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/15/08,57265,1,1,11.9,39.15,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
4/21/08,57441,1,1,9,30.52,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/2/08,57634,1,1,10,35.25,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
5/24/08,57993,0,1,10.6,40,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/6/08,58181,0,1,11.7,45,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/21/08,58408,1,1,10.2,40.1,Mary,1,0,Toyota,Highlander,2003,3,6,2,0
6/29/08,3410,-1,0,0,0,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/9/08,3610,1,1,10.6,41.75,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/31/08,3917,1,1,12.6,46.88,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/21/08,4316,1,1,12.3,42.45,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/3/08,4638,1,1,14.6,49.7,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/15/08,5030,1,1,14.58,51.05,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/30/08,5439,1,1,15.3,52.05,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/14/08,5759,1,1,11.9,34.95,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/29/08,6133,1,1,14.8,34.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/17/08,6536,1,1,15.6,29.7,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/4/08,6877,1,1,14,23.8,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/14/08,7152,0,1,10.6,17,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/24/08,7404,1,1,12.4,19.39,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/15/09,7591,1,1,8.5,14.45,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/29/09,7932,1,1,14.8,26,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
2/11/09,8274,1,1,13.8,25.45,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
2/25/09,8651,1,1,15.5,28.55,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
2/28/09,8841,1,1,7.2,15.15,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/12/09,9131,0,1,5.4,10,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/17/09,9384,1,1,15.8,28.55,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/20/09,9493,1,1,4.5,8.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/29/09,9885,1,1,14.97,28.45,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/10/09,10249,0,1,5,10,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/11/09,10373,0,1,14,27.3,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/23/09,10749,1,1,14.7,27.95,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/25/09,11059,1,1,12,23.95,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/5/09,11348,0,1,10,20,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/19/09,11694,1,1,13.4,30.35,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/28/09,11986,0,1,10.5,24.25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/5/09,12128,1,1,5.3,12.75,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/13/09,12413,1,1,10.1,25.25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/29/09,12865,1,1,16.1,39.9,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/16/09,13216,1,1,9.6,22.85,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/25/09,13525,0,1,4.1,10,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/28/09,13646,1,1,14.9,35,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/7/09,13940,1,1,10.5,26.4,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/7/09,14258,1,1,9.6,24,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/8/09,14578,1,1,10.7,27,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/10/09,14717,0,1,9.6,23,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/12/09,14944,0,1,8.3,20,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/15/09,15255,0,1,10.9,25.68,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/16/09,15422,0,1,10.6,25.8,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/18/09,15699,1,1,9.9,24.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/25/09,15883,1,1,7.2,17.8,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/10/09,16273,1,1,14.4,35.25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/24/09,16614,1,1,12.6,29.7,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/5/09,16986,1,1,14.2,32.65,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/20/09,17369,1,1,14.9,36.34,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/30/09,17645,1,1,10.7,27.2,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/5/09,17900,1,1,9.7,24.6,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/12/09,18197,1,1,11.6,29.2,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/1/09,18589,1,1,15.4,37.9,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/10/09,18891,1,1,12.1,29.75,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
